"type","sub_type","sqft","baths","beds","stories","year_built","listPrice"
"condos","condo","1592","3","3",,,"599000"
"single_family",,"1842","2","3","1","2023","329000"
"single_family",,"2293","4","5","2","1988","439900"
"condos","condo","3450","4","3",,"2008","1198900"
"single_family",,"2345","3","4","2",,"298900"
"single_family",,"1414","2","3","1","1920","760000"
"single_family",,"1244","2","3","1","1979","299990"
"condos","condo","760","1","1","1",,"415000"
"single_family",,,"3","3","2",,"550000"
"condos","condo","600","1","1","1","2005","254900"
"multi_family",,"3700",,"7",,"1980","749900"
"single_family",,"4668","4","4","2","2008","790000"
"single_family",,"1679","3","3","2","2022","245000"
"single_family",,"1802","2","3","1",,"399000"
"single_family",,"1350","2","3","1",,"323500"
"single_family",,"1220","1","3","1","1952","269000"
"condos","condo","1238","2","2","2","1930","670000"
"single_family",,"2258","2","3",,"1973","615000"
"single_family",,"1300","2","3","1","1988","269900"
"single_family",,"1213","2","3","1","1996","249900"
"condos","condo","912","2","2","1","1980","227900"
"single_family",,"1649","3","3","2","1995","669900"
"land",,,"0",,,,"43600"
"single_family",,"1300","2","3","1","2025","269900"
"single_family",,"2750","3","3","2","2020","499000"
"townhomes","townhouse","1118","2","2","1","2011","165000"
"condos","condo","895","2","2","1","1984","479000"
"land",,,"0",,,,"49000"
"single_family",,"868","1","2",,"1957","192500"
"single_family",,"1392","2","3",,"2025","232490"
"single_family",,"1765","2","3","1","2025","375000"
"single_family",,"3037","3","3","2","2003","825000"
"single_family",,"2417","3","4",,"2025","475000"
"single_family",,"2800","2","3","2",,"749000"
"land",,,"0",,,,"53790"
"single_family",,"1012","2","3","1",,"150000"
"single_family",,,"2","3","2","2006","410000"
"single_family",,"2010","3","4","1","1951","265000"
"multi_family",,"2326","2","3","1","2022","224900"
"condos","condo","751","2","2","1","1985","114900"
"land",,,"0",,,,"75000"
"single_family",,"1470","2","3","2","1997","276998"
"single_family",,"2700","3","3","2","1996","699000"
"single_family",,"1800","2","3","1","1990","389000"
"land",,,"0",,,,"125000"
"single_family",,"3070","3","4","1","1963","1425000"
"single_family",,"2000","3","4",,"1955","170000"
"single_family",,"1859","2","3","2","1985","369000"
"single_family",,"3143","3","5","2","2003","399900"
"single_family",,"2629","7","5","2","2006","997500"
"single_family",,"1967",,"4","2",,"302565"
"townhouse",,"1674",,"3","2",,"215999"
"single_family",,"2017","3","4","1","1954","375000"
"single_family",,"1835","2","4","2","1999","289900"
"single_family",,"2349","3","4","2","2016","850000"
"land",,,,,,,"75000"
"condos","condo","730","1","1","1","1982","600000"
"condos","condo","1242","2","2",,"1987","194000"
"single_family",,"3494","4","4","2","2003","759000"
"single_family",,"1045",,"2","1",,"185000"
"single_family",,"1872","3","4","2","1999","355000"
"single_family",,"1518",,"3","2",,
"single_family",,"3335","4","4","2",,"450980"
"single_family",,"3799","3","4","2","2004","450000"
"single_family",,"1182",,"3","1",,"263900"
"single_family",,"1904",,"3","1",,"444995"
"single_family",,"3429","5","5",,,"1988000"
"single_family",,"1300","2","4","1",,"90000"
"single_family",,"2372",,"4","2",,"689990"
"single_family",,"1319","2","3","1","2014","319900"
"single_family",,"2618","4","4","2","2025","1740000"
"single_family",,"1947","2","3","1","1970","339999"
"single_family",,"1578","2","3",,"2003","409000"
"single_family",,"1434",,"3","1",,"272990"
"townhomes","townhouse","1663","3","3","2","2008","305000"
"single_family",,"3840","2","5","2","1906","474900"
"condos","condo","1400","3","2","2",,"223000"
"land",,,"0",,,,"319900"
"single_family",,"1050","1","3","1","1964","192500"
"townhomes","townhouse","1362","3","3","2","2025","207999"
"single_family",,"1565",,"3","1",,"310200"
"single_family",,"1925","2","3","2","2000","295000"
"single_family",,"1108","1","3","1","1949","119000"
"condos","condo","1001","2","2",,,"219900"
"single_family",,"1200","2","3","1","1970","274900"
"single_family",,"2350","4","4","2","1987","624900"
"single_family",,"1455","2","3",,"2020","262000"
"single_family",,"1470","2","3","3",,"269900"
"single_family",,"1540","2","3","1","2008","465000"
"single_family",,"3394","5","6","2","1984","2452000"
"single_family",,"3561","3","4","2",,"789000"
"condos","condo","756","1","1","1","1987","144900"
"single_family",,"4843","6","4","2",,"3895000"
"single_family",,"3511","4","4","2",,"700000"
"single_family",,"1664","2","3","1","1948","240000"
"single_family",,"1901","2","3","1","1967","275000"
"single_family",,"1164","2","4","1","1986","265000"
"single_family",,"3579","4","5","2","2003","645000"
"townhomes","townhouse","1120","3","2",,,"309900"
"single_family",,"3680","4","4","2","1850","729900"
"single_family",,"1575","2","3","2","1990","769900"
"single_family",,"1000","1","1","1",,"198900"
"single_family",,"1021","2","2","2","1983","450000"
"land",,,"0",,,,"80000"
"single_family",,"3173","2","4",,"1900","4500000"
"single_family",,"2371","3","4","2","1965","275000"
"single_family",,"2400","2","4","1","1959","359900"
"land",,,,,,,"185000"
"single_family",,"5895","7","6","4","1790","5900000"
"single_family",,"2812","3","3","2","1984","545000"
"land",,,"0",,,,"25000"
"single_family",,"1417","3","3",,"2022","309500"
"single_family",,"2619","3","3","2","2001","350000"
"single_family",,"2452","2","4","1","1964","179000"
"single_family",,"1781","2","3","1","2012","340000"
"condos","condo","1300","2","2","1","2004","339999"
"single_family",,"1775","2","3","2","1980","319900"
"single_family",,"1505","2","3","1",,"310000"
"condos","condo","843","2","2",,,"399000"
"single_family",,"1250","2","3","1","2025","239900"
"condos","condo","575","1","1",,"1985","84900"
"single_family",,"1626","2","3","1","2008","309900"
"single_family",,"2241","3","3","2","2022","419500"
"single_family",,"3268","3","4","2","2020","500000"
"single_family",,"3129","3","4","2",,"497710"
"single_family",,"1800","2","3",,"1960","140000"
"single_family",,"1443","2","2","1","1958","210000"
"condos","condo","1540","1","2","3","1860","1049000"
"single_family",,"2785","3","4","1","2020","660000"
"single_family",,"1970","2","3","1","1997","349000"
"single_family",,"2880","3","3","1","1963","1250000"
"single_family",,"3241","5","5",,,"418830"
"single_family",,"1728","2","3","1","2001","349900"
"single_family",,"1345",,"2","1",,
"single_family",,"1787","3","3","1","1950","270000"
"single_family",,"2865","5","4","2","2008","427777"
"single_family",,"2547","4","4","2","1994","495000"
"condos","condo","655","1","1",,,"185000"
"single_family",,"5390","6","6","2","1994","799999"
"single_family",,"3639","4","3",,"2015","899000"
"single_family",,"1475","2","3","1","1968","205000"
"single_family",,"1435","2","3","1",,"353750"
"single_family",,"1500","2","4","1","2024","330000"
"single_family",,"2748","2","5","2","1970","179000"
"land",,,"0",,,,"30000"
"single_family",,"1650","2","3","1","2002","450000"
"single_family",,"2452","2","4","1","1964","179000"
"single_family",,"2009","2","3",,"2024","355000"
"condos","condo","1300","4","3","2","1978","225000"
"land",,,"0",,,,"85900"
"single_family",,"3254","6","5","2","1999","3895000"
"single_family",,"2387","2","3","2","1985","525000"
"land",,,"0",,,,"35000"
"single_family",,"3362","8","7","3","2025","2600000"
"single_family",,"1317","2","3","1","2025","374900"
"single_family",,"1459","2","3","1",,"254300"
"single_family",,"2335","3","4","1","1977","289000"
"condos","condo","1104","2","3",,"1985","179900"
"single_family",,"1564","2","3",,"2024","299999"
"single_family",,"2256","4","3","1","2020","725000"
"single_family",,"4186","4","4","2","2010","1375000"
"single_family",,,"2","3","1","1993","229500"
"single_family",,"1758","2","3",,"1957","280500"
"single_family",,"1158","1","2",,"1955","87700"
"condos","condo","1064","2","3","1","1980","467500"
"single_family",,"2533","3","4","2","2003","364900"
"single_family",,"1920","2","5","1","2025","284900"
"single_family",,"2013","2","3","1","1975","259900"
"single_family",,"4200","4","5","2","1979","575000"
"single_family",,"5279","6","4","1","2021","2290000"
"single_family",,"1464","3","3","3","1980","1175000"
"single_family",,"2120","3","4","3","1972","325000"
"single_family",,"3358","4","4","2","2025","699500"
"single_family",,"1658","2","3","1","1940","425000"
"condos","condo","872","2","2","1","1980","289900"
"single_family",,"2176","5","7","2","1956","1800000"
"condos","condo","2311","5","5",,"2006","480000"
"land",,,"0",,,,"50000"
"single_family",,"3294","4","4","2","2020","679000"
"single_family",,"1464","2","3","1","2001","365000"
"single_family",,"5100","6","5","2","2007","1350000"
"single_family",,"5300","6","4","2","2002","1100000"
"single_family",,"721","1","2","1","1954","154900"
"single_family",,"1903",,"4","2",,"261999"
"single_family",,"2735","3","3","2","2014","499900"
"single_family",,"1702","2","3","1","1988","249900"
"single_family",,"1577","2","3","1","1965","199000"
"townhomes",,"1811","3","4","2",,"251355"
"single_family",,"2280","2","3","1","1930","240000"
"condos","condo","1416","3","2","2","1973","512000"
"single_family",,,"2","3","1","2021","339900"
"single_family",,"1814","2","3","1","1991","515000"
"single_family",,"1426","2","4","1","1979","190000"
"land",,,"0",,,,"45000"
"single_family",,"1514","2","2","1","1960","225000"
"single_family",,"1308","1","3","1","1944","245000"
"single_family",,"1608","2","3","1","1974","199000"
"single_family",,"1478","2","3","2","1990","299900"
"single_family",,"1021","2","3","1","1920","135000"
"single_family",,"1528","2","3","1","2003","309900"
"townhomes","townhouse","1605","3","3","3","2021","227000"
"single_family",,"1890","2","3","1","1988","325000"
"condos","condo","1296","2","2","1","2000","509000"
"single_family",,"2869","2","3","1","1968","289999"
"single_family",,"1544","3","3","2","1991","445000"
"single_family",,"2626","3","4","2","2017","599999"
"single_family",,"3600","5","7",,"1930","290000"
"single_family",,"1965",,"3","2",,"282990"
"single_family",,"1704","3","3","2",,"280000"
"condos","condo","1780","3","4","1","2006","529900"
"single_family",,"2697","3","4","2",,"484515"
"single_family",,"2000","3","4","3","1998","469900"
"townhomes","townhouse","1415","3","3","2","2025","214990"
"single_family",,"1764","2","3","2","1961","995000"
"single_family",,"1618",,"3","1",,"268990"
"single_family",,"3954",,"5","2",,"399800"
"single_family",,"5572","6","6","1","2018","1389999"
"single_family",,"4182","5","5","3","2009","1718000"
"single_family",,"1214","2","3",,"1950","191900"
"townhomes",,"1418","3","3","2",,"276990"
"condos","condo","1176","3","3","1","1981","399500"
"single_family",,"3500","4","4","2","2021","879500"
"single_family",,"1546","2","3",,"1959","250000"
"single_family",,"2240",,"2","1",,
"condos","condo","1403","2","2","1","2005","399900"
"single_family",,"2316","2","4","2","2012","479000"
"multi_family",,"3096","4","8","1","1980","285000"
"single_family",,"2194",,"3","2",,"374990"
"condos","condo","1148","2","2","1","1986","169000"
"single_family",,"1706","2","3","1","2025","479800"
"condos","condo","606","1","1","3","2001","119500"
"multi_family",,"1250",,"4",,"1965","240000"
"single_family",,"1459",,"3","1",,"281990"
"single_family",,"2010","3","3","2","1997","375000"
"single_family",,"2400","3","4","2","2009","385000"
"single_family",,"2995","4","5","2",,"458900"
"condos","condo","1080","1","2","1","1958","239000"
"condos","condo","1224","2","3","1","1994","211900"
"single_family",,,"3","3","2","2025","415000"
"condos","condo","807","2","2","1","1987","149000"
"single_family",,"1268","2","2","1","1940","219900"
"single_family",,"1890","3","3",,,"525000"
"condos","condo","1046","2","2","1","1974","545000"
"single_family",,"3592","4","3","2","1991","1750000"
"single_family",,"6355","12","10","3","2024","5100000"
"single_family",,"4694","6","6","2","1991","995000"
"single_family",,"1300","2","3","1","2015","257400"
"single_family",,"2361","3","4","2",,"424900"
"townhomes","townhouse","1479","3","3","2","1996","399950"
"single_family",,"1618","2","3","1",,"389900"
"single_family",,"1377","2","3","1","2015","249900"
"single_family",,"2537","3","4","2","1990","359900"
"single_family",,"2955","4","4","2","2021","689900"
"land",,,"0",,,,"59900"
"single_family",,"1853","2","3","1","1961","437900"
"condos","condo","743","2","2","1","1985","280000"
"single_family",,"2285","2","3","1","1930","319900"
"single_family",,"1930","2","3","1","2019","875000"
"multi_family",,"1341",,,,"2025","279000"
"single_family",,"2100","2","3","2","1937","675000"
"townhomes","townhouse","1497","3","3","2","2025","225900"
"single_family",,"1714","2","3","1","1998","250000"
"single_family",,"1403","2","3","1","1969","159000"
"single_family",,"1301","2","3","1","2006","279900"
"single_family",,"2511",,"5","2",,"357990"
"single_family",,"3095","4","4","2","1998","739000"
"single_family",,"2282","3","4","1","1970","470000"
"single_family",,"1632","3","3","2","1993","660000"
"single_family",,"1601","2","3","2","2002","255000"
"single_family",,"2000","3","3","1","1952","365000"
"farm",,,,,,,"699000"
"land",,,"0",,,,"28497"
"single_family",,"1457","2","3","1","1970","160000"
"single_family",,"2174",,"4","2",,
"single_family",,"2042","3","4","2","2022","541000"
"single_family",,"1925","2","3","2","1989","374999"
"single_family",,"3057","3","4",,"1999","558000"
"single_family",,"2325","3","3",,,"299900"
"condos","condo","1629","2","3","1","2006","368000"
"land",,,"0",,,,"5500"
"single_family",,"3150","4","4","2","2026","950000"
"single_family",,"1546","2","3",,"1963","199000"
"single_family",,"2500","2","3","1",,"335000"
"condos","condo","1240","2","3","1","2006","190000"
"single_family",,"3656",,"4","2",,"416990"
"single_family",,"1668","2","3","1","2003","291900"
"single_family",,"2604","3","4","2",,"520000"
"condos","condo","395","1","1","1","1980","112000"
"townhomes","townhouse","1525","2","3","1","2007","326000"
"single_family",,"1583","2","3",,"1952","88000"
"land",,,"0",,,,"99000"
"land",,,"0",,,,"169500"
"single_family",,"2077",,"4","2",,"333490"
"single_family",,"905","1","2","1","2025","229900"
"single_family",,"4893","6","4","2","2014","2850000"
"single_family",,"2362","4","4",,,"307520"
"land",,,"0",,,,"52000"
"farm",,,,,,,"345000"
"townhomes","townhouse","1630","2","3","2","2003","227000"
"single_family",,,"2","4","1","1984","250000"
"single_family",,,"2","4","1","1984","250000"
"single_family",,"2241",,"3","2",,"374990"
"condos","condo","1320","3","3","1","1981","469000"
"single_family",,"1580","2","2","1","2025","315000"
"land",,"1208","1","3","1","1957","222000"
"townhomes","townhouse","1604","3","2","2","2004","245000"
"single_family",,"1224","2","3","1","2025","281600"
"single_family",,"4100","4","5","3","2004","4150000"
"condos","condo","813","2","2","1","1980","185000"
"single_family",,"1977","2","3",,"1981","749000"
"single_family",,"2389","2","3","1","2014","419900"
